college,Branch,Gender,age,address,Nation,famsize,firstchild,siblings,Pstatus,PrelationQ,Medu,Fedu,Mjob,Fjob,famincome,Povertyline,houstatus,workstatus,PermAdd,TypeofLivng,FrndCircle,reasonforjoin,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,PCathome,internet,Phoneusage,romantic,famrel,freetime,goout,dalc,walc,Crimeact,NcrimAct,Harrasment,Discrimnation,health,lonlineess,LangUsdTeacher,PrerequistSkill,DificultyLevel,Expofprivate,GenofTeacher,QualityofNotes,Motvatnofprivate,Clasize,ClasComm,workload,FeedbckonTeaching,absences,Infrastucture,TutionFee,WaterFacility,ToiletFacility,TransportSystem,library,wifi,teachingMode,Training,CulturalAct,ragging,StressTimPresure,Self-Discipline,diligent,Communication,Punctual,Groupdiscussion,courteous,teamplayer,Creativethink,Responsible,Conduct,WR-1,WR-2,ST-1,ST-2,ST-3,AWR,SWR,ACTIVITY,FINAL
KVG,EE,M,16,R,Indian,GT3,yes,yes,T,2,3,3,government,government,2,below,no,no,no,3,4,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,no,4,3,2,3,4,yes,yes,yes,no,5,no,Kannada,yes,1,1,F,2,4,2,5,5,4,12,5,1,3,4,5,4,3,offline,yes,yes,yes,no,5,1,2,5,5,1,1,1,1,4,8,9,8,8,8,9,8,9,26
KVG,EE,M,16,U,Indian,GT3,no,yes,T,5,2,3,private,government,4,above,yes,yes,yes,3,2,course,other,2,1,0,no,no,no,no,yes,yes,no,no,2,no,5,3,3,1,1,no,no,no,no,5,no,Kannada,no,5,2,M,2,2,1,1,4,2,8,1,5,3,5,3,3,3,online,no,yes,yes,no,4,2,5,5,4,2,3,1,1,4,13,14,11,11,11,14,11,16,41
KVG,EE,F,17,U,Indian,LE3,yes,yes,T,5,2,4,selfemployed,private,5,below,yes,yes,no,2,5,home,father,1,2,0,no,no,no,yes,yes,yes,no,yes,2,yes,4,3,2,1,1,no,no,no,yes,3,no,English,no,2,1,F,5,3,1,4,2,5,0,1,2,5,4,4,5,5,online,yes,yes,no,yes,1,3,2,5,1,4,2,1,5,1,14,15,14,14,14,15,14,15,44
KVG,EE,M,17,U,Indian,GT3,no,no,T,1,4,4,selfemployed,other,5,below,yes,no,yes,5,2,other,other,1,1,0,no,no,no,no,yes,yes,yes,no,1,no,5,2,3,1,2,yes,yes,yes,no,5,no,English,no,2,2,F,3,1,1,4,2,1,0,2,1,4,1,2,1,5,offline,yes,no,no,yes,2,2,2,3,5,5,2,5,5,4,17,15,16,16,16,16,16,16,48
KVG,EE,M,16,R,Indian,LE3,yes,yes,T,3,3,3,other,private,1,above,no,yes,yes,5,1,home,father,3,1,0,no,yes,yes,yes,yes,yes,no,yes,4,no,3,3,4,3,5,yes,no,yes,yes,5,no,English,yes,1,4,M,3,3,1,3,2,1,4,3,1,2,4,5,4,4,online,no,no,no,no,1,2,1,1,4,2,1,5,1,3,9,9,9,9,9,9,9,9,27
KVG,EE,F,17,U,Indian,GT3,no,no,T,2,4,4,at_home,selfemployed,4,above,no,yes,no,2,3,home,other,2,1,1,no,yes,no,no,yes,yes,yes,yes,3,no,4,2,4,2,3,no,yes,yes,yes,3,no,Kannada,no,4,5,F,2,1,1,2,5,4,8,5,4,5,2,5,4,5,offline,no,no,no,yes,2,4,3,5,2,3,3,3,5,2,18,18,18,18,18,18,18,18,54
KVG,EE,F,16,U,Indian,LE3,yes,yes,T,1,4,4,other,other,2,below,no,no,no,1,2,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,no,4,5,2,1,2,no,no,no,no,2,yes,Kannada,yes,3,4,M,4,2,3,3,1,2,24,3,1,1,4,2,4,3,online,no,no,no,no,3,4,3,5,1,5,3,3,2,4,9,9,9,9,9,9,9,9,27
KVG,EE,F,16,U,Indian,GT3,yes,no,T,3,4,3,at_home,selfemployed,3,above,no,no,yes,5,4,reputation,other,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,no,4,3,5,1,5,no,no,no,no,3,yes,Kannada,yes,1,3,M,4,4,3,4,1,1,0,1,4,5,5,1,1,3,online,no,yes,yes,no,1,3,2,2,3,1,1,5,1,5,16,16,16,16,16,16,16,16,48
KVG,EE,F,16,U,Indian,GT3,yes,yes,T,3,2,3,private,selfemployed,5,below,no,yes,no,5,3,home,father,1,2,0,yes,yes,yes,yes,yes,yes,no,yes,5,no,4,4,3,1,3,no,no,no,no,2,yes,English,yes,5,2,M,5,1,4,4,3,3,2,4,4,2,5,4,5,1,offline,no,no,no,no,4,4,3,1,3,5,4,5,3,3,8,10,9,9,9,9,9,9,27
KVG,AT,F,17,U,Indian,GT3,yes,no,T,3,1,1,selfemployed,private,3,above,no,no,yes,2,5,course,mother,1,2,0,no,yes,yes,no,no,yes,no,yes,3,no,4,4,4,1,3,no,yes,no,no,4,yes,Kannada,no,1,5,M,5,2,4,1,3,2,6,5,3,1,5,3,1,1,online,no,no,no,yes,5,5,2,4,2,5,5,1,4,5,9,9,9,9,9,9,9,9,27
KVG,AT,F,17,R,Indian,GT3,yes,no,T,3,2,2,selfemployed,private,5,above,no,no,no,3,3,course,other,1,1,0,no,yes,no,no,yes,yes,yes,no,4,no,5,3,2,1,2,no,no,yes,yes,1,yes,Kannada,yes,5,5,F,2,3,3,5,4,4,4,4,4,2,4,3,5,4,online,no,yes,no,no,3,4,1,5,4,5,1,1,4,2,7,6,6,6,6,7,6,7,20
KVG,AT,F,16,R,Indian,GT3,no,yes,T,5,2,2,private,other,5,above,no,yes,yes,3,2,home,mother,2,4,0,no,yes,yes,yes,no,yes,yes,yes,3,no,5,3,5,1,1,no,yes,yes,no,3,yes,Kannada,no,1,2,F,1,4,2,1,4,2,18,2,2,4,1,2,3,1,online,no,yes,yes,no,1,1,2,1,3,4,1,5,4,2,10,10,10,10,10,10,10,10,30
KVG,AT,F,17,U,Indian,GT3,no,no,T,5,3,4,other,other,2,above,yes,yes,no,5,4,home,other,1,3,1,no,yes,yes,no,yes,yes,yes,no,2,yes,4,4,3,3,4,no,no,yes,no,5,no,English,yes,3,1,F,5,5,1,5,1,2,6,4,2,2,2,1,2,5,offline,yes,no,no,yes,2,3,2,5,4,5,4,1,3,2,10,9,9,9,9,10,9,10,29
KVG,AT,F,16,U,Indian,GT3,no,no,A,5,3,1,at_home,selfemployed,1,below,no,yes,no,3,1,home,other,1,2,3,no,yes,yes,no,yes,yes,no,yes,3,no,2,3,3,2,2,no,yes,no,no,5,no,English,yes,4,5,F,1,4,3,3,4,4,28,4,2,3,2,1,5,5,online,no,yes,no,no,2,3,3,3,5,2,2,5,2,4,7,7,7,7,7,7,7,7,21
KVG,AT,F,16,U,Indian,GT3,no,no,T,1,4,3,at_home,private,5,below,yes,no,yes,3,2,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,no,yes,5,yes,1,3,2,1,1,no,no,no,yes,4,no,English,yes,5,1,F,1,1,5,3,4,5,5,3,1,3,1,4,1,1,offline,no,no,yes,yes,3,2,5,2,4,2,2,5,4,1,11,12,10,10,10,12,10,13,35
KVG,AT,F,16,U,Indian,GT3,no,yes,T,5,1,1,selfemployed,private,4,below,no,yes,yes,5,5,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,yes,1,no,4,3,2,1,4,no,no,no,no,1,yes,English,yes,2,5,M,4,4,3,3,2,5,10,2,1,1,5,4,2,2,offline,yes,yes,yes,no,1,4,1,1,5,3,5,4,5,1,9,9,9,9,9,9,9,9,27
KVG,AT,F,17,R,Indian,GT3,yes,yes,T,5,4,3,private,private,3,below,yes,yes,no,1,5,other,other,2,3,0,no,yes,yes,yes,yes,yes,no,no,2,yes,4,4,2,1,1,no,yes,yes,no,5,yes,Kannada,yes,4,1,M,5,3,1,4,4,2,6,5,4,2,3,2,5,5,offline,no,yes,no,no,3,3,1,3,2,2,1,4,1,2,7,7,7,7,7,7,7,7,21
KVG,AT,F,19,U,Indian,GT3,yes,yes,T,3,3,3,selfemployed,selfemployed,3,below,no,no,yes,3,1,course,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,no,4,3,3,1,2,no,no,no,yes,4,yes,Kannada,yes,2,3,F,5,2,2,2,4,4,6,3,4,1,4,2,2,3,online,yes,no,yes,no,1,4,2,1,2,4,5,3,2,2,8,8,8,8,8,8,8,8,24
KVG,AT,M,17,U,Indian,LE3,no,yes,T,2,4,4,private,other,2,above,no,no,no,2,3,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,2,yes,5,3,5,4,5,yes,no,yes,no,3,no,Kannada,no,5,1,M,5,3,4,3,3,4,10,4,2,1,5,2,3,2,offline,yes,yes,yes,yes,3,5,2,5,2,5,4,4,3,4,12,12,12,12,12,12,12,12,36
KVG,AT,F,16,U,Indian,GT3,no,no,A,5,2,2,private,business,4,above,yes,no,yes,3,5,other,other,1,2,0,yes,yes,yes,no,yes,yes,yes,no,5,no,3,3,4,1,1,no,no,yes,no,3,yes,Kannada,no,5,5,M,2,2,5,2,2,3,13,3,3,3,5,2,4,1,offline,no,no,no,yes,2,3,5,2,5,2,3,1,1,2,12,13,10,10,10,13,10,15,38
KVG,AT,M,18,U,Indian,GT3,no,yes,T,4,2,2,private,business,1,below,no,no,no,2,5,course,mother,1,2,1,no,yes,yes,yes,yes,yes,no,no,4,no,4,4,4,2,4,yes,no,yes,yes,4,yes,Kannada,no,3,5,M,5,2,3,4,5,3,0,4,1,4,3,5,1,1,online,yes,no,no,yes,4,2,2,5,3,1,5,5,5,2,6,7,6,6,6,7,6,7,20
KVG,AT,F,17,R,Indian,LE3,no,yes,T,1,4,4,private,business,3,below,no,no,yes,4,2,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,1,no,5,2,1,1,2,yes,no,no,no,5,yes,English,yes,3,1,M,5,1,2,4,5,3,15,1,1,1,3,1,2,3,offline,no,no,yes,yes,4,3,4,4,5,3,1,1,2,3,8,10,9,9,9,9,9,9,27
KVG,AT,F,17,U,Indian,LE3,no,yes,T,5,3,2,other,business,1,above,yes,yes,yes,4,2,home,father,2,2,0,no,no,yes,no,yes,yes,yes,yes,2,no,4,4,4,1,3,no,no,no,no,3,yes,English,yes,4,1,F,2,2,3,4,5,2,12,5,3,5,1,4,5,5,online,no,yes,no,no,1,2,3,4,2,2,1,2,1,5,14,15,14,14,14,15,14,15,44
KVG,AT,F,17,U,Indian,GT3,yes,no,T,4,4,3,selfemployed,business,1,above,no,no,no,5,5,course,mother,1,2,2,no,no,yes,no,yes,yes,no,yes,5,yes,3,4,5,2,4,yes,no,no,yes,1,no,Kannada,no,1,4,F,5,1,5,2,1,2,2,2,3,1,3,1,4,5,online,no,yes,yes,no,4,4,2,1,1,5,1,2,2,4,6,6,6,6,6,6,6,6,18
KVG,AT,M,18,U,Indian,LE3,yes,no,T,4,3,3,other,business,2,below,no,yes,no,3,4,course,mother,1,2,1,no,yes,yes,no,yes,yes,no,yes,4,no,3,2,4,2,4,no,no,no,no,1,yes,Kannada,no,5,3,M,1,3,2,5,4,4,22,3,1,3,5,5,1,4,online,yes,no,yes,no,3,1,1,3,4,4,5,2,5,5,6,6,6,6,6,6,6,6,18
KVG,AT,F,17,U,Indian,GT3,yes,no,T,4,2,3,selfemployed,private,1,below,no,no,no,2,4,home,father,2,1,0,no,yes,yes,no,yes,yes,yes,no,4,no,3,3,3,1,4,yes,no,yes,yes,4,no,English,yes,4,2,M,4,2,1,3,2,4,13,1,2,2,1,3,3,4,offline,yes,yes,no,yes,5,5,4,4,3,3,3,4,1,5,7,7,7,7,7,7,7,7,21
KVG,AT,F,17,U,Indian,GT3,no,no,T,1,2,2,other,selfemployed,1,below,yes,no,yes,3,2,course,other,1,3,0,no,yes,yes,yes,yes,yes,no,no,5,no,4,3,3,1,1,yes,yes,no,no,3,no,Kannada,no,3,3,F,5,5,2,2,3,3,3,1,2,5,5,3,5,1,offline,yes,no,yes,no,4,3,4,5,1,3,2,1,3,5,9,10,9,9,9,10,9,10,29
KVG,AT,F,17,R,Indian,GT3,no,no,T,1,2,1,other,selfemployed,2,below,yes,yes,yes,3,1,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,5,no,4,2,5,1,2,yes,yes,no,no,4,no,English,yes,1,1,F,2,3,5,2,5,1,4,5,2,1,4,1,1,4,offline,no,no,no,no,4,3,2,1,5,1,4,1,4,5,6,6,6,6,6,6,6,6,18
KVG,AT,F,17,U,Indian,GT3,yes,no,T,5,1,1,selfemployed,private,1,above,yes,no,no,3,3,course,father,1,3,1,no,yes,no,yes,yes,yes,yes,yes,3,yes,4,3,4,1,1,yes,yes,no,no,5,no,English,yes,5,5,F,5,2,5,4,4,4,2,3,1,3,1,3,3,2,online,yes,no,no,yes,5,4,3,4,1,5,2,2,3,4,6,5,1,1,1,6,1,10,17
KVG,AT,F,16,U,Indian,GT3,yes,yes,T,3,2,3,other,other,5,below,no,no,yes,4,5,other,father,1,2,0,yes,no,no,no,yes,yes,no,yes,5,no,2,3,1,1,1,yes,no,yes,yes,5,yes,English,yes,4,2,F,3,4,1,1,3,2,0,2,1,1,4,3,2,3,offline,yes,no,no,yes,3,3,1,1,5,5,1,3,2,1,16,16,16,16,16,16,16,16,48
KVG,AT,M,18,U,Indian,GT3,no,yes,T,3,2,2,other,other,2,below,yes,no,no,2,5,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,1,no,3,3,3,5,5,no,no,no,no,3,yes,English,yes,4,4,M,1,3,3,1,5,3,2,1,1,3,1,2,2,3,offline,no,no,no,no,5,4,2,3,5,2,4,4,4,1,12,13,13,13,13,13,13,13,38
KVG,AT,F,16,U,Indian,GT3,yes,yes,T,2,4,4,at_home,selfemployed,4,above,yes,yes,yes,2,4,reputation,father,1,3,0,no,yes,no,yes,no,yes,yes,yes,3,no,5,3,2,1,1,no,no,yes,no,4,yes,English,no,3,1,F,5,3,3,2,3,3,0,5,2,1,5,1,1,1,online,yes,no,no,yes,5,2,5,2,4,2,5,1,2,5,13,13,13,13,13,13,13,13,39
KVG,AT,F,18,R,Indian,GT3,no,no,T,1,3,1,selfemployed,selfemployed,3,above,no,yes,no,3,2,home,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,yes,5,3,3,1,1,yes,no,no,no,5,yes,Kannada,yes,1,3,M,2,2,1,1,3,1,0,2,1,5,4,2,1,4,online,yes,no,no,no,5,3,1,2,1,5,3,2,5,3,9,8,9,9,9,9,9,8,26
KVG,AT,F,17,U,Indian,GT3,yes,yes,T,5,3,2,at_home,selfemployed,2,above,no,no,yes,4,1,other,other,1,2,0,no,no,no,yes,no,yes,yes,no,3,no,5,3,4,1,3,no,yes,yes,no,4,yes,English,no,5,3,M,2,5,4,5,4,5,16,1,2,2,4,3,1,4,online,no,no,no,yes,2,1,4,4,2,5,3,5,2,3,16,15,16,16,16,16,16,15,47
KVG,AT,M,17,U,Indian,LE3,yes,yes,T,3,2,3,private,private,4,above,no,yes,no,2,2,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,no,5,3,3,1,3,no,no,yes,yes,3,no,Kannada,yes,1,3,M,4,1,2,5,3,5,10,3,5,5,3,1,4,1,online,yes,yes,no,yes,1,1,4,5,5,2,5,4,3,5,12,11,11,11,11,12,11,12,35
KVG,AT,M,18,U,Indian,LE3,no,yes,T,3,2,1,other,other,1,above,no,no,yes,3,1,other,mother,4,2,0,yes,yes,yes,yes,yes,yes,no,yes,2,yes,4,3,2,4,5,yes,yes,yes,no,3,yes,Kannada,yes,3,5,F,4,4,3,4,4,3,2,4,3,4,4,2,4,4,online,no,yes,yes,no,2,4,2,2,1,2,4,1,5,4,10,8,9,9,9,9,9,9,27
KVG,AT,F,17,U,Indian,GT3,yes,no,A,3,2,1,at_home,other,2,above,no,no,yes,2,5,home,father,2,3,0,no,no,no,yes,yes,yes,no,yes,4,yes,3,2,3,1,2,yes,no,yes,yes,3,no,Kannada,yes,1,1,M,5,3,2,1,5,3,14,3,1,2,1,2,4,5,online,yes,no,no,no,3,5,3,5,2,1,2,2,5,5,12,10,11,11,11,11,11,11,33
KVG,AT,F,17,U,Indian,LE3,no,no,T,4,4,3,at_home,other,5,above,yes,no,yes,5,4,home,mother,1,2,0,no,no,no,yes,yes,yes,no,yes,4,yes,3,2,3,1,2,yes,no,yes,yes,3,yes,English,yes,4,4,M,5,5,2,3,3,5,10,2,1,2,2,4,2,3,online,no,yes,yes,no,1,4,4,5,4,4,2,3,5,4,13,13,13,13,13,13,13,13,39
KVG,AT,M,17,R,Indian,GT3,yes,no,T,2,2,2,selfemployed,other,4,above,no,no,yes,3,5,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,no,no,5,no,4,5,2,1,1,yes,no,yes,yes,3,no,Kannada,no,2,2,M,1,2,4,4,5,2,14,3,1,1,2,3,3,5,online,no,yes,yes,yes,2,3,5,2,1,4,5,2,2,2,11,11,11,11,11,11,11,11,33
KVG,AT,M,17,U,Indian,GT3,yes,no,T,4,4,4,selfemployed,other,4,above,yes,no,yes,3,4,other,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,yes,4,5,5,1,3,yes,no,no,no,1,no,English,yes,2,3,M,2,2,1,2,3,4,4,5,4,2,2,4,3,1,online,no,yes,yes,no,4,5,2,4,3,3,3,4,1,1,11,9,10,10,10,10,10,10,30
KVG,AT,M,16,U,Indian,GT3,no,yes,T,4,4,4,at_home,selfemployed,2,above,no,yes,yes,2,1,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,no,4,2,4,2,4,yes,no,yes,yes,2,yes,Kannada,no,4,2,F,4,1,1,4,2,3,14,1,3,2,1,5,5,3,offline,yes,yes,no,yes,1,3,1,4,1,3,5,4,1,4,14,13,11,11,11,14,11,16,41
KVG,AT,M,16,U,Indian,LE3,yes,no,T,4,1,1,at_home,selfemployed,1,above,no,yes,no,4,1,reputation,other,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,no,3,4,2,1,1,no,yes,yes,no,1,yes,Kannada,no,2,1,M,4,5,2,3,4,1,2,3,4,2,5,4,3,2,offline,yes,no,yes,yes,1,3,3,2,4,5,1,2,1,5,9,7,8,8,8,8,8,8,24
KVG,AT,M,16,U,Indian,GT3,no,yes,T,3,3,2,at_home,selfemployed,3,above,no,yes,no,1,2,other,other,2,3,0,no,no,no,yes,yes,yes,no,yes,1,yes,5,3,3,1,3,yes,yes,no,no,5,no,Kannada,no,3,5,F,2,1,2,2,2,1,18,4,1,5,1,4,5,1,offline,yes,no,yes,no,5,2,3,5,3,5,3,3,5,5,11,9,10,10,10,10,10,10,30
KVG,AT,M,17,U,Indian,LE3,no,yes,T,5,2,2,at_home,selfemployed,5,above,yes,no,no,1,3,reputation,other,1,2,0,no,no,yes,yes,no,yes,yes,yes,3,yes,4,4,2,5,5,no,no,yes,yes,2,no,Kannada,no,3,4,F,2,5,1,2,4,5,10,2,2,5,5,1,2,1,offline,no,no,no,no,1,5,2,3,4,3,1,3,5,3,14,13,11,11,11,14,11,16,41
KVG,AT,F,16,U,Indian,GT3,yes,no,T,5,2,1,at_home,selfemployed,4,above,no,yes,no,3,3,course,father,1,1,0,no,no,no,no,yes,yes,yes,yes,2,yes,4,5,2,1,1,yes,yes,yes,yes,4,no,Kannada,no,2,3,M,4,3,5,1,5,4,4,3,3,2,5,1,1,4,online,yes,yes,yes,yes,5,5,4,5,4,5,1,1,5,4,13,12,10,10,10,13,10,15,38
KVG,AT,F,17,R,Indian,GT3,yes,no,T,4,2,1,at_home,selfemployed,3,below,yes,yes,no,5,1,course,father,3,2,0,no,no,no,yes,yes,yes,yes,no,4,no,2,1,1,1,1,yes,no,yes,no,5,yes,English,no,3,2,F,5,4,1,2,2,3,20,3,1,2,1,5,5,3,offline,no,no,no,no,1,2,4,1,1,1,5,3,3,2,13,11,12,12,12,12,12,12,36
KVG,AT,M,18,U,Indian,GT3,yes,yes,T,3,2,2,other,selfemployed,1,above,yes,no,no,5,4,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,1,no,5,5,4,3,5,no,no,yes,yes,3,no,Kannada,yes,4,5,F,2,5,2,1,5,3,2,4,5,4,3,5,4,3,online,yes,no,yes,yes,3,1,1,3,5,5,1,4,3,5,7,7,7,7,7,7,7,7,21
KVG,AT,M,17,U,Indian,LE3,yes,no,T,3,4,3,selfemployed,business,5,above,no,yes,yes,1,3,reputation,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,3,yes,2,5,5,1,4,yes,yes,no,yes,2,yes,English,no,3,1,F,4,4,3,5,5,4,0,2,5,5,1,5,1,4,online,no,no,yes,no,3,1,2,4,2,2,5,3,3,5,12,12,10,10,10,12,10,14,36
KVG,AT,M,17,R,Indian,LE3,yes,no,A,4,4,4,private,selfemployed,4,above,yes,yes,no,4,5,home,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,no,3,3,3,2,3,yes,no,no,no,5,no,Kannada,yes,5,4,F,5,5,4,3,1,2,14,2,3,2,3,2,2,2,offline,no,no,yes,yes,3,4,3,4,2,3,3,3,1,1,10,11,11,11,11,11,11,10,32
KVG,AT,M,16,U,Indian,LE3,yes,yes,T,5,4,3,private,selfemployed,2,below,no,yes,no,4,2,reputation,father,1,1,0,no,no,no,yes,no,yes,yes,no,4,no,5,4,5,1,1,no,no,no,yes,4,yes,Kannada,yes,2,5,F,3,1,2,1,3,5,2,2,1,4,5,3,1,3,offline,yes,no,no,no,1,1,3,3,3,1,1,5,5,2,6,0,0,0,0,3,0,6,9
KVG,AT,M,16,U,Indian,GT3,no,yes,T,2,4,4,private,other,1,above,yes,no,yes,3,1,course,other,1,1,0,no,no,no,yes,yes,yes,no,yes,3,no,5,3,2,1,2,no,no,no,yes,3,yes,English,no,1,1,M,3,2,3,2,2,1,0,5,5,5,5,3,5,3,offline,no,yes,no,no,1,3,5,5,5,5,4,5,4,2,13,12,10,10,10,13,10,15,38
KVG,AT,F,18,U,Indian,GT3,no,yes,T,4,2,1,private,other,2,above,yes,no,yes,3,4,course,other,2,3,0,no,yes,yes,no,no,yes,yes,no,3,yes,4,4,4,1,1,yes,no,yes,no,5,no,Kannada,no,1,5,M,1,3,5,5,2,5,0,4,4,1,4,4,1,4,online,yes,yes,no,no,1,3,3,2,4,2,3,5,5,4,7,0,0,0,0,4,0,7,11
KVG,AT,M,16,U,Indian,GT3,yes,no,T,5,2,1,selfemployed,other,2,above,no,no,no,5,1,other,father,3,1,0,no,no,no,no,yes,yes,yes,no,4,no,4,3,3,1,1,yes,no,yes,no,3,yes,English,yes,1,2,M,3,5,5,2,5,2,0,1,3,2,4,4,2,3,online,yes,yes,yes,no,2,2,4,5,5,1,5,1,2,5,18,18,18,18,10,18,15,17,54
KVG,AT,M,17,U,Indian,GT3,yes,no,T,5,2,3,selfemployed,selfemployed,1,below,yes,yes,no,5,5,reputation,other,2,1,0,no,no,no,no,yes,yes,no,no,1,no,5,2,2,1,1,no,no,no,yes,4,no,English,no,3,5,F,5,2,1,5,2,1,6,3,4,1,5,5,5,3,offline,no,yes,no,no,2,2,5,5,3,5,2,2,3,1,12,12,10,10,,12,10,14,36
KVG,AT,M,22,U,Indian,GT3,yes,yes,T,4,3,1,other,other,2,below,no,no,no,1,2,other,father,1,1,3,no,no,no,no,no,no,yes,yes,3,yes,5,4,5,5,5,no,yes,no,yes,2,no,English,yes,4,5,F,3,2,1,5,5,4,4,4,5,4,4,3,3,1,offline,yes,no,yes,yes,5,4,5,4,5,3,2,1,2,2,6,8,7,7,7,7,7,7,21
KVG,AT,M,18,R,Indian,LE3,no,no,T,2,3,3,other,selfemployed,5,above,yes,yes,yes,4,5,other,other,1,2,1,no,yes,no,no,yes,yes,no,yes,2,yes,4,3,3,1,3,yes,no,no,yes,1,no,English,no,5,4,M,4,3,2,1,4,5,16,4,2,5,2,4,3,3,online,yes,no,yes,no,2,5,2,5,4,2,5,2,1,1,3,5,8,8,8,4,8,4,12
KVG,AT,M,16,U,Indian,GT3,no,no,T,3,0,2,other,government,2,above,yes,no,no,5,1,other,other,1,1,0,no,no,yes,no,no,yes,no,no,1,no,4,3,2,2,4,no,yes,yes,no,5,yes,English,yes,2,4,F,2,3,2,3,5,4,8,5,1,3,5,1,5,4,offline,no,yes,yes,yes,3,1,3,2,1,4,1,2,1,1,13,15,16,16,16,14,16,12,42
KVG,AT,M,18,U,Indian,GT3,no,yes,T,4,3,2,other,business,5,above,no,no,yes,5,3,home,father,2,1,1,no,no,no,no,yes,no,yes,no,3,no,4,4,5,2,4,yes,yes,no,yes,5,no,English,yes,4,1,F,5,1,2,3,3,4,0,1,4,2,2,4,3,5,offline,yes,no,no,no,5,2,2,1,4,4,2,4,4,3,6,8,7,7,7,7,7,7,21
KVG,AT,M,16,U,Indian,GT3,yes,yes,T,5,3,3,selfemployed,business,4,above,yes,no,no,1,2,home,other,3,2,0,yes,yes,no,no,no,yes,no,yes,1,no,5,3,3,1,3,no,no,no,yes,5,yes,English,yes,5,4,F,4,2,3,5,3,2,0,4,4,5,2,5,3,4,offline,no,yes,no,no,3,5,4,4,1,5,4,4,3,4,7,10,8,8,8,9,8,9,26
KVG,AT,M,18,U,Indian,GT3,yes,no,T,2,2,1,selfemployed,business,5,above,yes,no,yes,1,4,course,other,1,1,1,no,no,no,no,no,no,yes,yes,3,no,3,2,5,2,5,no,no,yes,yes,2,no,English,no,4,4,M,1,1,1,2,5,4,6,4,1,2,2,4,4,1,offline,no,no,yes,no,3,4,5,3,1,3,2,1,2,3,6,9,7,7,7,8,7,8,23
KVG,AT,M,16,R,Indian,GT3,yes,yes,T,4,2,1,selfemployed,business,1,above,no,yes,yes,1,2,course,father,2,1,0,no,no,no,yes,no,yes,yes,no,5,no,3,3,2,1,3,yes,no,yes,yes,5,yes,Kannada,yes,3,4,F,1,2,4,2,2,2,4,4,4,2,1,1,1,5,offline,yes,yes,no,yes,5,4,2,5,4,1,1,5,2,2,8,9,8,8,8,9,8,9,26
KVG,AT,M,17,R,Indian,GT3,no,no,T,5,2,1,government,business,3,below,no,yes,yes,5,1,home,mother,1,1,0,no,no,no,no,no,yes,no,yes,4,no,4,4,2,2,4,yes,no,yes,no,3,no,Kannada,yes,2,5,F,5,4,5,2,5,3,0,1,4,3,4,2,1,4,online,no,no,yes,yes,2,3,3,3,3,1,3,2,5,4,8,12,10,10,10,10,10,10,30
KVG,AT,M,17,U,Indian,LE3,no,no,T,4,1,1,at_home,business,4,above,no,yes,no,4,2,reputation,mother,2,1,1,no,yes,no,yes,yes,yes,no,yes,3,no,4,4,4,1,2,yes,yes,no,no,5,yes,Kannada,no,3,3,M,5,4,4,3,1,2,0,5,1,4,2,4,4,3,offline,no,yes,yes,no,1,2,1,1,5,5,2,1,3,3,7,9,8,8,8,8,8,8,24
KVG,AT,F,17,U,Indian,LE3,no,yes,T,1,4,2,government,private,5,below,yes,no,no,4,3,home,other,1,4,0,no,yes,yes,yes,yes,yes,no,no,2,no,4,2,3,1,1,yes,no,yes,no,5,yes,English,no,1,1,M,3,2,1,3,1,4,2,2,4,5,5,4,3,2,online,yes,no,no,yes,2,3,3,3,1,2,4,1,5,4,14,12,13,13,13,13,13,13,39
KVG,AT,M,19,U,Indian,LE3,no,no,A,4,4,3,selfemployed,private,3,above,yes,no,yes,3,2,other,other,1,2,0,no,yes,no,no,yes,yes,yes,no,2,no,4,3,1,1,1,no,yes,no,no,4,yes,Kannada,yes,5,2,M,2,5,4,1,2,3,6,4,2,1,3,2,5,1,online,yes,yes,no,yes,4,5,3,3,3,2,3,2,5,5,11,11,11,11,11,11,11,11,33
